stock_code,description,revenue,quantity_sold,order_frequency,return_quantity,return_rate,country
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,8153.56,5799,696,75,0.0129,United Kingdom
22655,VINTAGE RED KITCHEN CABINET,8125.0,60,47,21,0.35,United Kingdom
22804,CANDLEHOLDER PINK HANGING HEART,8102.95,3131,483,432,0.138,United Kingdom
22667,RECIPE BOX RETROSPOT,8045.1,2882,486,111,0.0385,United Kingdom
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,8041.18,8976,617,259,0.0289,United Kingdom
21121,SET/10 RED POLKADOT PARTY CANDLES,7998.85,6606,382,72,0.0109,United Kingdom
22616,PACK OF 12 LONDON TISSUES,7975.98,26323,515,24,0.0009,United Kingdom
21770,OPEN CLOSED METAL SIGN,7923.93,1638,389,6,0.0037,United Kingdom
22487,WHITE WOOD GARDEN PLANT LADDER,7909.28,784,446,25,0.0319,United Kingdom
22940,FELTCRAFT CHRISTMAS FAIRY,7890.25,1915,326,34,0.0178,United Kingdom
22352,LUNCH BOX WITH CUTLERY RETROSPOT,7860.97,3088,491,16,0.0052,United Kingdom
22968,ROSE COTTAGE KEEPSAKE BOX,7851.98,822,202,70,0.0852,United Kingdom
21136,PAINTED METAL PEARS ASSORTED,7793.14,4687,373,281,0.06,United Kingdom
23238,SET OF 4 KNICK KNACK TINS LONDON,7771.61,1849,282,16,0.0087,United Kingdom
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,7767.8,2471,502,153,0.0619,United Kingdom
22557,PLASTERS IN TIN VINTAGE PAISLEY,7762.24,4712,570,27,0.0057,United Kingdom
21908,CHOCOLATE THIS WAY METAL SIGN,7752.22,3771,471,26,0.0069,United Kingdom
23204,CHARLOTTE BAG APPLES DESIGN,7741.94,7976,591,186,0.0233,United Kingdom
23007,SPACEBOY BABY GIFT SET,7741.75,498,187,6,0.012,United Kingdom
48111,DOORMAT 3 SMILEY CATS,7708.48,1173,235,2,0.0017,United Kingdom
21258,VICTORIAN SEWING BOX LARGE,7674.8,542,185,90,0.1661,United Kingdom
84406B,CREAM CUPID HEARTS COAT HANGER,7653.17,2015,293,594,0.2948,United Kingdom
84970S,HANGING HEART ZINC T-LIGHT HOLDER,7650.31,8879,543,25,0.0028,United Kingdom
84949,SILVER HANGING T-LIGHT HOLDER,7622.64,4789,325,263,0.0549,United Kingdom
21231,SWEETHEART CERAMIC TRINKET BOX,7617.28,6054,536,157,0.0259,United Kingdom
22991,GIRAFFE WOODEN RULER,7604.89,3887,280,714,0.1837,United Kingdom
21955,DOORMAT UNION JACK GUNS AND ROSES,7580.82,1228,206,0,0.0,United Kingdom
22585,PACK OF 6 BIRDY GIFT TAGS,7547.89,6222,398,45,0.0072,United Kingdom
22627,MINT KITCHEN SCALES,7521.89,863,378,26,0.0301,United Kingdom
22367,CHILDRENS APRON SPACEBOY DESIGN,7508.58,3752,563,35,0.0093,United Kingdom
22750,FELTCRAFT PRINCESS LOLA DOLL,7491.83,2001,415,6,0.003,United Kingdom
21668,RED STRIPE CERAMIC DRAWER KNOB,7481.16,5494,447,84,0.0153,United Kingdom
22381,TOY TIDY PINK POLKADOT,7433.74,3439,476,27,0.0079,United Kingdom
84836,ZINC METAL HEART DECORATION,7418.07,5937,537,35,0.0059,United Kingdom
22741,FUNKY DIVA PEN,7363.86,8547,236,51,0.006,United Kingdom
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,7356.18,1875,223,17,0.0091,United Kingdom
21169,YOU'RE CONFUSING ME METAL SIGN,7301.77,4413,456,88,0.0199,United Kingdom
23083,SET 6 PAPER TABLE LANTERN STARS,7250.9,1932,249,63,0.0326,United Kingdom
20969,RED FLORAL FELTCRAFT SHOULDER BAG,7229.43,1960,307,145,0.074,United Kingdom
22179,SET 10 NIGHT OWL LIGHTS,7226.2,966,295,29,0.03,United Kingdom
22631,CIRCUS PARADE LUNCH BOX,7199.57,3680,402,33,0.009,United Kingdom
22485,SET OF 2 WOODEN MARKET CRATES,7190.35,526,212,6,0.0114,United Kingdom
22767,TRIPLE PHOTO FRAME CORNICE,7173.55,774,235,35,0.0452,United Kingdom
22634,CHILDS BREAKFAST SET SPACEBOY,7161.3,763,245,41,0.0537,United Kingdom
21787,RAIN PONCHO RETROSPOT,7161.1,8875,246,528,0.0595,United Kingdom
22553,PLASTERS IN TIN SKULLS,7132.12,4266,568,84,0.0197,United Kingdom
22950,36 DOILIES VINTAGE CHRISTMAS,7131.55,5209,189,325,0.0624,United Kingdom
22637,PIGGY BANK RETROSPOT,7111.18,2762,354,120,0.0434,United Kingdom
22834,HAND WARMER BABUSHKA DESIGN,7105.33,4941,375,203,0.0411,United Kingdom
21669,BLUE STRIPE CERAMIC DRAWER KNOB,7091.15,5252,435,80,0.0152,United Kingdom
22505,MEMO BOARD COTTAGE DESIGN,7084.42,1457,316,5,0.0034,United Kingdom
21259,VICTORIAN SEWING BOX SMALL,7077.2,1179,294,67,0.0568,United Kingdom
23236,STORAGE TIN VINTAGE DOILY,7059.97,2493,344,33,0.0132,United Kingdom
23320,GIANT 50'S CHRISTMAS CRACKER,7053.57,2661,335,13,0.0049,United Kingdom
22663,JUMBO BAG DOLLY GIRL DESIGN,7051.2,3419,452,11,0.0032,United Kingdom
C2,CARRIAGE,7051.0,292,144,2,0.0068,EIRE
21912,VINTAGE SNAKES & LADDERS,7047.7,1788,398,0,0.0,United Kingdom
22333,RETROSPOT PARTY BAG + STICKER SET,7043.94,4492,329,82,0.0183,United Kingdom
23215,JINGLE BELL HEART ANTIQUE SILVER,7038.4,3564,211,120,0.0337,United Kingdom
22946,WOODEN ADVENT CALENDAR CREAM,7030.22,453,145,38,0.0839,United Kingdom
23543,WALL ART KEEP CALM,7010.76,1236,103,0,0.0,United Kingdom
23283,DOORMAT VINTAGE LEAF,7003.38,1011,236,7,0.0069,United Kingdom
23293,SET OF 12 FAIRY CAKE BAKING CASES,6989.54,8471,557,32,0.0038,United Kingdom
22839,3 TIER CAKE TIN GREEN AND CREAM,6981.67,445,211,14,0.0315,United Kingdom
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,6977.6,1068,270,19,0.0178,United Kingdom
21922,UNION STRIPE WITH FRINGE  HAMMOCK,6944.36,899,209,0,0.0,United Kingdom
21165,BEWARE OF THE CAT METAL SIGN,6935.7,4154,452,86,0.0207,United Kingdom
21094,SET/6 RED SPOTTY PAPER PLATES,6933.26,8758,527,0,0.0,United Kingdom
21877,HOME SWEET HOME MUG,6932.78,5411,364,1052,0.1944,United Kingdom
22109,FULL ENGLISH BREAKFAST PLATE,6921.15,1641,302,33,0.0201,United Kingdom
22840,ROUND CAKE TIN VINTAGE RED,6903.79,913,286,20,0.0219,United Kingdom
23254,CHILDRENS CUTLERY DOLLY GIRL,6903.11,1703,307,20,0.0117,United Kingdom
21257,VICTORIAN SEWING BOX MEDIUM,6901.42,695,268,106,0.1525,United Kingdom
21326,AGED GLASS SILVER T-LIGHT HOLDER,6859.27,10535,345,21,0.002,United Kingdom
22580,ADVENT CALENDAR GINGHAM SACK,6848.19,1315,251,61,0.0464,United Kingdom
23103,JINGLE BELL HEART DECORATION,6846.16,4072,368,28,0.0069,United Kingdom
23109,PACK OF SIX LED TEA LIGHTS,6835.02,2386,269,96,0.0402,United Kingdom
23541,WALL ART CLASSIC PUDDINGS,6823.91,892,154,2,0.0022,United Kingdom
75049L,LARGE CIRCULAR MIRROR MOBILE,6812.98,7102,225,228,0.0321,United Kingdom
22294,HEART FILIGREE DOVE  SMALL,6805.08,5457,302,34,0.0062,United Kingdom
23297,SET 40 HEART SHAPE PETIT FOUR CASES,6792.23,4303,165,26,0.006,United Kingdom
22620,4 TRADITIONAL SPINNING TOPS,6782.21,4890,486,10,0.002,United Kingdom
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,6776.0,4992,416,59,0.0118,United Kingdom
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,6755.47,1379,223,67,0.0486,United Kingdom
23229,VINTAGE DONKEY TAIL GAME,6739.71,1869,261,11,0.0059,United Kingdom
23008,DOLLY GIRL BABY GIFT SET,6719.61,433,137,7,0.0162,United Kingdom
23480,MINI LIGHTS WOODLAND MUSHROOMS,6719.14,1799,217,20,0.0111,United Kingdom
23247,BISCUIT TIN 50'S CHRISTMAS,6681.25,2194,314,46,0.021,United Kingdom
21871,SAVE THE PLANET MUG,6679.56,5453,369,685,0.1256,United Kingdom
85014A,BLACK/BLUE POLKADOT UMBRELLA,6678.72,1163,279,6,0.0052,United Kingdom
22668,PINK BABY BUNTING,6677.97,2179,348,60,0.0275,United Kingdom
84988,SET OF 72 PINK HEART PAPER DOILIES,6671.25,7311,513,13,0.0018,United Kingdom
23169,CLASSIC GLASS COOKIE JAR,6662.84,1562,350,328,0.21,United Kingdom
21888,BINGO SET,6659.54,1692,387,72,0.0426,United Kingdom
21533,RETROSPOT LARGE MILK JUG,6651.72,1351,350,32,0.0237,United Kingdom
20718,RED RETROSPOT SHOPPER BAG,6604.29,4769,580,35,0.0073,United Kingdom
84992,72 SWEETHEART FAIRY CAKE CASES,6532.78,13319,619,130,0.0098,United Kingdom
22508,DOORSTOP RETROSPOT HEART,6525.88,1594,300,22,0.0138,United Kingdom
21122,SET/10 PINK POLKADOT PARTY CANDLES,6488.54,5325,347,49,0.0092,United Kingdom
23311,VINTAGE CHRISTMAS STOCKING,6488.2,2390,348,15,0.0063,United Kingdom
22141,CHRISTMAS CRAFT TREE TOP ANGEL,6463.79,2791,461,16,0.0057,United Kingdom
23188,VINTAGE  2 METER FOLDING RULER,6447.77,3471,336,14,0.004,United Kingdom
23553,LANDMARK FRAME CAMDEN TOWN,6444.65,568,68,0,0.0,United Kingdom
23134,LARGE ZINC HEART WALL ORGANISER,6431.11,1173,40,0,0.0,United Kingdom
84030E,ENGLISH ROSE HOT WATER BOTTLE,6414.69,1497,336,3,0.002,United Kingdom
22635,CHILDS BREAKFAST SET DOLLY GIRL,6412.33,681,201,84,0.1233,United Kingdom
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,6411.52,6064,458,12,0.002,United Kingdom
23571,TRADITIONAL NAUGHTS & CROSSES,6406.91,2841,257,0,0.0,United Kingdom
22979,PANTRY WASHING UP BRUSH,6391.82,4090,386,91,0.0222,United Kingdom
20676,RED RETROSPOT BOWL,6374.81,5023,451,22,0.0044,United Kingdom
23307,SET OF 60 PANTRY DESIGN CAKE CASES,6371.89,12049,634,88,0.0073,United Kingdom
22784,LANTERN CREAM GAZEBO,6360.99,1272,328,80,0.0629,United Kingdom
23172,REGENCY TEA PLATE PINK,6344.41,3861,314,102,0.0264,United Kingdom
22303,COFFEE MUG APPLES DESIGN,6338.25,2816,271,74,0.0263,United Kingdom
22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6334.3,2058,285,6,0.0029,United Kingdom
22151,PLACE SETTING WHITE HEART,6322.21,15126,337,890,0.0588,United Kingdom
21154,RED RETROSPOT OVEN GLOVE,6320.51,4034,455,212,0.0526,United Kingdom
21380,WOODEN HAPPY BIRTHDAY GARLAND,6307.51,2165,291,1,0.0005,United Kingdom
21935,SUKI  SHOULDER BAG,6298.61,3393,531,1,0.0003,United Kingdom
22826,LOVE SEAT ANTIQUE WHITE METAL,6210.0,58,45,4,0.069,United Kingdom
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,6114.24,3516,347,3,0.0009,United Kingdom
21975,PACK OF 60 DINOSAUR CAKE CASES,6102.51,12312,604,71,0.0058,United Kingdom
23118,PARISIENNE JEWELLERY DRAWER,6102.18,823,278,60,0.0729,United Kingdom
21156,RETROSPOT CHILDRENS APRON,6091.1,3170,366,39,0.0123,United Kingdom
21670,BLUE SPOT CERAMIC DRAWER KNOB,6083.99,4330,383,184,0.0425,United Kingdom
21671,RED SPOT CERAMIC DRAWER KNOB,6054.79,4402,383,152,0.0345,United Kingdom
47591D,PINK FAIRY CAKE CHILDRENS APRON,6052.45,3207,442,203,0.0633,United Kingdom
47556B,TEA TIME TEA TOWELS,6045.0,3900,4,69,0.0177,United Kingdom
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,6041.2,4399,375,143,0.0325,United Kingdom
22366,DOORMAT AIRMAIL,6034.9,803,226,27,0.0336,United Kingdom
17003,BROCADE RING PURSE,6025.95,23020,242,3,0.0001,United Kingdom
23526,WALL ART DOG LICENCE,6021.4,1012,145,16,0.0158,United Kingdom
48129,DOORMAT TOPIARY,6009.84,904,209,23,0.0254,United Kingdom
21535,RED RETROSPOT SMALL MILK JUG,5986.01,2487,360,44,0.0177,United Kingdom
23296,SET OF 6 TEA TIME BAKING CASES,5985.55,4979,384,27,0.0054,United Kingdom
22174,PHOTO CUBE,5978.78,3218,321,0,0.0,United Kingdom
23312,VINTAGE CHRISTMAS GIFT SACK,5964.15,1423,215,1,0.0007,United Kingdom
22783,SET 3 WICKER OVAL BASKETS W LIDS,5961.25,465,34,0,0.0,United Kingdom
23052,RECYCLED ACAPULCO MAT TURQUOISE,5949.34,654,279,1,0.0015,United Kingdom
22584,PACK OF 6 PANNETONE GIFT BOXES,5946.96,2330,198,15,0.0064,United Kingdom
22150,3 STRIPEY MICE FELTCRAFT,5907.84,3021,472,11,0.0036,United Kingdom
23113,PANTRY CHOPPING BOARD,5868.5,1154,64,2386,2.0676,United Kingdom
22971,QUEENS GUARD COFFEE MUG,5849.29,2431,277,16,0.0066,United Kingdom
23485,BOTANICAL GARDENS WALL CLOCK,5843.92,262,96,18,0.0687,United Kingdom
23154,SET OF 4 JAM JAR MAGNETS,5842.88,2701,238,61,0.0226,United Kingdom
22207,FRYING PAN UNION FLAG,5833.59,1333,212,75,0.0563,United Kingdom
22751,FELTCRAFT PRINCESS OLIVIA DOLL,5801.47,1563,291,2,0.0013,United Kingdom
22740,POLKADOT PEN,5793.62,6931,173,1096,0.1581,United Kingdom
22779,WOODEN OWLS LIGHT GARLAND,5789.85,1537,155,25,0.0163,United Kingdom
22796,PHOTO FRAME 3 CLASSIC HANGING,5787.45,582,255,415,0.7131,United Kingdom
22365,DOORMAT RESPECTABLE HOUSE,5754.03,792,183,2,0.0025,United Kingdom
82001S,VINYL RECORD FRAME SILVER,5750.21,1582,131,7,0.0044,United Kingdom
23205,CHARLOTTE BAG VINTAGE ALPHABET,5726.38,5857,475,191,0.0326,United Kingdom
22595,GINGHAM HEART DECORATION,5720.21,6788,469,224,0.033,United Kingdom
62018,SOMBRERO,5716.85,4415,61,0,0.0,United Kingdom
21242,RED RETROSPOT PLATE,5699.71,3373,308,35,0.0104,United Kingdom
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,5684.17,4162,401,31,0.0074,United Kingdom
22907,PACK OF 20 NAPKINS PANTRY DESIGN,5670.0,6573,676,52,0.0079,United Kingdom
22088,PAPER BUNTING COLOURED LACE,5661.05,1894,243,95,0.0502,United Kingdom
22837,HOT WATER BOTTLE BABUSHKA,5657.93,1234,186,187,0.1515,United Kingdom
22466,FAIRY TALE COTTAGE NIGHT LIGHT,5605.79,3069,212,21,0.0068,United Kingdom
22418,10 COLOUR SPACEBOY PEN,5585.45,6564,326,172,0.0262,United Kingdom
22488,NATURAL SLATE RECTANGLE CHALKBOARD,5573.68,3195,424,35,0.011,United Kingdom
22798,ANTIQUE GLASS DRESSING TABLE POT,5561.3,1798,284,45,0.025,United Kingdom
21558,SKULL LUNCH BOX WITH CUTLERY,5550.22,2131,416,4,0.0019,United Kingdom
23531,WALL ART BIG LOVE,5538.26,976,112,0,0.0,United Kingdom
23126,FELTCRAFT GIRL AMELIE KIT,5532.04,1109,297,16,0.0144,United Kingdom
23133,LARGE IVORY HEART WALL ORGANISER,5525.4,782,156,1,0.0013,United Kingdom
23177,TREASURE ISLAND BOOK BOX,5521.29,2532,272,20,0.0079,United Kingdom
23158,SET OF 5 LUCKY CAT MAGNETS,5513.83,2633,258,60,0.0228,United Kingdom
22429,ENAMEL MEASURING JUG CREAM,5507.18,1262,392,33,0.0261,United Kingdom
23583,LUNCH BAG PAISLEY PARK,5497.33,3385,326,10,0.003,United Kingdom
22464,HANGING METAL HEART LANTERN,5485.63,3406,363,122,0.0358,United Kingdom
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,5472.69,2624,385,14,0.0053,United Kingdom
22904,CALENDAR PAPER CUT DESIGN,5467.26,1834,272,2,0.0011,United Kingdom
22297,HEART IVORY TRELLIS SMALL,5459.91,4164,378,0,0.0,United Kingdom
23135,SMALL ZINC HEART WALL ORGANISER,5416.18,1669,48,27,0.0162,United Kingdom
22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,5415.0,39,31,11,0.2821,United Kingdom
22845,VINTAGE CREAM CAT FOOD CONTAINER,5396.93,802,325,14,0.0175,United Kingdom
22349,DOG BOWL CHASING BALL DESIGN,5381.52,1366,133,13,0.0095,United Kingdom
23494,VINTAGE DOILY DELUXE SEWING KIT,5354.01,809,216,65,0.0803,United Kingdom
21172,PARTY METAL SIGN,5338.63,3486,472,103,0.0295,United Kingdom
22998,TRAVEL CARD WALLET KEEP CALM,5262.82,12366,545,177,0.0143,United Kingdom
22296,HEART IVORY TRELLIS LARGE,5247.72,3140,319,1,0.0003,United Kingdom
22120,WELCOME  WOODEN BLOCK LETTERS,5247.09,523,190,12,0.0229,United Kingdom
22623,BOX OF VINTAGE JIGSAW BLOCKS,5236.31,938,241,16,0.0171,United Kingdom
22848,BREAD BIN DINER STYLE PINK,5208.45,326,139,27,0.0828,United Kingdom
22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,5192.08,1523,371,46,0.0302,United Kingdom
22781,GUMBALL MAGAZINE RACK,5191.01,621,245,49,0.0789,United Kingdom
22689,DOORMAT MERRY CHRISTMAS RED,5176.25,720,151,52,0.0722,United Kingdom
21844,RED RETROSPOT MUG,5167.69,1847,167,20,0.0108,United Kingdom
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,5163.63,1207,268,35,0.029,United Kingdom
21164,HOME SWEET HOME METAL SIGN,5155.98,1766,283,6,0.0034,United Kingdom
22898,CHILDRENS APRON APPLES DESIGN,5150.92,2414,365,0,0.0,United Kingdom
23263,SET OF 3 WOODEN HEART DECORATIONS,5147.19,3863,450,47,0.0122,United Kingdom
23162,REGENCY TEA STRAINER,5143.69,1412,176,0,0.0,United Kingdom
23157,SET OF 6 NATIVITY MAGNETS,5143.06,3009,166,240,0.0798,United Kingdom
23165,LARGE CERAMIC TOP STORAGE JAR,5141.06,3114,298,102,0.0328,United Kingdom
23132,SMALL IVORY HEART WALL ORGANISER,5138.6,1020,155,4,0.0039,United Kingdom
22302,COFFEE MUG PEARS  DESIGN,5134.29,2329,215,12,0.0052,United Kingdom
37449,CERAMIC CAKE STAND + HANGING CAKES,5117.29,563,179,50,0.0888,United Kingdom
22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,5116.7,3793,256,3,0.0008,United Kingdom
23397,FOOT STOOL HOME SWEET HOME,5097.65,489,223,15,0.0307,United Kingdom
23234,BISCUIT TIN VINTAGE CHRISTMAS,5079.78,1938,283,16,0.0083,United Kingdom
21098,CHRISTMAS TOILET ROLL,5078.76,3846,254,399,0.1037,United Kingdom
23295,SET OF 12 MINI LOAF BAKING CASES,5073.45,6134,449,13,0.0021,United Kingdom
22371,AIRLINE BAG VINTAGE TOKYO 78,5072.32,1095,405,14,0.0128,United Kingdom
23198,PANTRY MAGNETIC  SHOPPING LIST,5062.6,3342,489,64,0.0192,United Kingdom
22780,LIGHT GARLAND BUTTERFILES PINK,5044.34,1346,140,25,0.0186,United Kingdom
22849,BREAD BIN DINER STYLE MINT,5027.73,323,137,15,0.0464,United Kingdom
21907,I'M ON HOLIDAY METAL SIGN,5027.18,2371,370,90,0.038,United Kingdom
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,5014.65,1775,218,26,0.0146,United Kingdom
23314,VINTAGE CHRISTMAS TABLECLOTH,5012.96,407,119,5,0.0123,United Kingdom
22636,CHILDS BREAKFAST SET CIRCUS PARADE,5009.56,596,212,29,0.0487,United Kingdom
22271,FELTCRAFT DOLL ROSIE,5007.35,1701,304,51,0.03,United Kingdom
21756,BATH BUILDING BLOCK WORD,5006.26,809,271,2,0.0025,United Kingdom
23310,BUBBLEGUM RING ASSORTED,4997.28,12050,245,0,0.0,United Kingdom
21932,SCANDINAVIAN PAISLEY PICNIC BAG,4995.38,2720,449,33,0.0121,United Kingdom
22301,COFFEE MUG CAT + BIRD DESIGN,4980.83,2208,266,24,0.0109,United Kingdom
21933,PINK VINTAGE PAISLEY PICNIC BAG,4957.43,2672,414,13,0.0049,United Kingdom
22142,CHRISTMAS CRAFT WHITE FAIRY,4946.19,3261,381,81,0.0248,United Kingdom
23556,LANDMARK FRAME COVENT GARDEN,4937.01,436,54,1,0.0023,United Kingdom
84212,"ASSORTED FLOWER COLOUR ""LEIS""",4934.87,10315,111,0,0.0,United Kingdom
23570,TRADITIONAL PICK UP STICKS GAME,4931.87,2772,276,0,0.0,United Kingdom
22110,BIRD HOUSE HOT WATER BOTTLE,4912.14,1172,280,2,0.0017,United Kingdom
21937,STRAWBERRY   PICNIC BAG,4898.85,1769,260,177,0.1001,United Kingdom
22748,POPPY'S PLAYHOUSE KITCHEN,4880.83,2117,440,17,0.008,United Kingdom
23010,CIRCUS PARADE BABY GIFT SET,4879.6,315,113,3,0.0095,United Kingdom
23351,ROLL WRAP 50'S CHRISTMAS,4875.65,3535,357,96,0.0272,United Kingdom
21124,SET/10 BLUE POLKADOT PARTY CANDLES,4863.05,4011,243,49,0.0122,United Kingdom
23503,PLAYING CARDS KEEP CALM & CARRY ON,4860.55,3643,337,2,0.0005,United Kingdom
21033,JUMBO BAG CHARLIE AND LOLA TOYS,4851.73,2031,307,517,0.2546,United Kingdom
21086,SET/6 RED SPOTTY PAPER CUPS,4851.5,7121,428,0,0.0,United Kingdom
21390,FILIGRIS HEART WITH BUTTERFLY,4848.13,3903,213,3,0.0008,United Kingdom
21876,POTTERING MUG,4825.36,3789,341,42,0.0111,United Kingdom
23554,LANDMARK FRAME OXFORD STREET,4805.53,422,57,0,0.0,United Kingdom
22549,PICTURE DOMINOES,4798.38,3188,356,0,0.0,United Kingdom
23555,LANDMARK FRAME NOTTING HILL,4780.57,421,50,0,0.0,United Kingdom
23184,BULL DOG BOTTLE OPENER,4764.5,874,268,13,0.0149,United Kingdom
84050,PINK HEART SHAPE EGG FRYING PAN,4753.53,3243,261,324,0.0999,United Kingdom
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,4751.64,3098,134,11,0.0036,United Kingdom
23389,SPACEBOY MINI BACKPACK,4751.49,1115,238,2,0.0018,United Kingdom
23286,BLUE VINTAGE SPOT BEAKER,4747.62,5048,225,49,0.0097,United Kingdom
20677,PINK POLKADOT BOWL,4747.34,3674,334,5,0.0014,United Kingdom
21539,RED RETROSPOT BUTTER DISH,4743.9,976,257,134,0.1373,United Kingdom
20979,36 PENCILS TUBE RED RETROSPOT,4723.73,3734,341,160,0.0428,United Kingdom
23569,TRADTIONAL ALPHABET STAMP SET,4717.66,954,193,2,0.0021,United Kingdom
23159,SET OF 5 PANCAKE DAY MAGNETS,4713.52,2293,227,124,0.0541,United Kingdom
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,4709.74,2355,356,17,0.0072,United Kingdom
23558,LANDMARK FRAME LONDON BRIDGE,4703.87,415,52,0,0.0,United Kingdom
23176,ABC TREASURE BOOK BOX,4693.08,2165,236,45,0.0208,United Kingdom
82552,WASHROOM METAL SIGN,4674.83,3012,364,0,0.0,United Kingdom
22504,CABIN BAG VINTAGE RETROSPOT,4674.62,247,72,5,0.0202,United Kingdom
22721,SET OF 3 CAKE TINS SKETCHBOOK,4671.81,1020,297,0,0.0,United Kingdom
23241,TREASURE TIN GYMKHANA DESIGN,4669.55,2165,368,7,0.0032,United Kingdom
22082,RIBBON REEL STRIPES DESIGN,4661.88,2680,411,20,0.0075,United Kingdom
22745,POPPY'S PLAYHOUSE BEDROOM,4661.79,2021,426,13,0.0064,United Kingdom
47599A,PINK PARTY BAGS,4649.5,2456,166,6,0.0024,United Kingdom
22813,PACK 3 BOXES BIRD PANNETONE,4640.78,2372,218,0,0.0,United Kingdom
22606,WOODEN SKITTLES GARDEN SET,4638.46,323,154,60,0.1858,United Kingdom
22628,PICNIC BOXES SET OF 3 RETROSPOT,4620.91,965,201,21,0.0218,United Kingdom
22295,HEART FILIGREE DOVE LARGE,4613.97,2789,251,12,0.0043,United Kingdom
21833,CAMOUFLAGE LED TORCH,4594.43,2726,172,140,0.0514,United Kingdom
23285,PINK VINTAGE SPOT BEAKER,4572.41,4807,192,2,0.0004,United Kingdom
22417,PACK OF 60 SPACEBOY CAKE CASES,4563.24,8420,522,46,0.0055,United Kingdom
23404,HOME SWEET HOME BLACKBOARD,4561.76,1052,184,29,0.0276,United Kingdom
23168,CLASSIC CAFE SUGAR DISPENSER,4558.67,3291,355,54,0.0164,United Kingdom
82551,LAUNDRY 15C METAL SIGN,4542.89,2918,355,114,0.0391,United Kingdom
20974,12 PENCILS SMALL TUBE SKULL,4527.43,6976,358,566,0.0811,United Kingdom
23275,SET OF 3 HANGING OWLS OLLIE BEAK,4521.72,3720,329,77,0.0207,United Kingdom
23163,REGENCY SUGAR TONGS,4515.22,1832,211,55,0.03,United Kingdom
23112,PARISIENNE CURIO CABINET,4507.08,546,260,33,0.0604,United Kingdom
23309,SET OF 60 I LOVE LONDON CAKE CASES,4495.85,8275,411,64,0.0077,United Kingdom
22938,CUPCAKE LACE PAPER SET 6,4488.63,2367,190,60,0.0253,United Kingdom
21934,SKULL SHOULDER BAG,4480.28,2421,412,10,0.0041,United Kingdom
23167,SMALL CERAMIC TOP STORAGE JAR,4476.01,5847,240,525,0.0898,United Kingdom
84987,SET OF 36 TEATIME PAPER DOILIES,4471.17,3051,337,15,0.0049,United Kingdom
21906,PHARMACIE FIRST AID TIN,4470.81,581,179,17,0.0293,United Kingdom
22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,4469.37,3105,240,68,0.0219,United Kingdom
22942,CHRISTMAS LIGHTS 10 SANTAS,4460.54,608,164,76,0.125,United Kingdom
22089,PAPER BUNTING VINTAGE PAISLEY,4457.43,1447,273,0,0.0,United Kingdom
23288,GREEN VINTAGE SPOT BEAKER,4444.23,4625,190,81,0.0175,United Kingdom
23530,WALL ART ONLY ONE PERSON,4436.27,1056,87,0,0.0,United Kingdom
22626,BLACK KITCHEN SCALES,4401.86,523,207,9,0.0172,United Kingdom
20975,12 PENCILS SMALL TUBE RED RETROSPOT,4383.27,6638,370,329,0.0496,United Kingdom
15056P,EDWARDIAN PARASOL PINK,4354.92,776,148,10,0.0129,United Kingdom
23349,ROLL WRAP VINTAGE CHRISTMAS,4342.6,3221,339,24,0.0075,United Kingdom
16014,SMALL CHINESE STYLE SCISSOR,4335.76,13328,54,0,0.0,United Kingdom
84692,BOX OF 24 COCKTAIL PARASOLS,4327.38,7910,590,31,0.0039,United Kingdom
22899,CHILDREN'S APRON DOLLY GIRL,4326.43,2070,317,5,0.0024,United Kingdom
21892,TRADITIONAL WOODEN CATCH CUP GAME,4317.16,3192,414,13,0.0041,United Kingdom
21498,RED RETROSPOT WRAP,4311.92,10526,338,50,0.0048,United Kingdom
