review_id,star_rating,sentiment_label,sentiment_score,quality_aspect,shipping_aspect,value_aspect,service_aspect,emotion,is_fake_review,fake_confidence_score,is_sarcastic,subjectivity_score,polarity_score
R00000281,1,negative,-1.0,negative,negative,negative,negative,anger,0,0.323,1,0.437,-0.737
R00000282,1,negative,-0.995,negative,neutral,negative,negative,disgust,0,0.334,0,0.23,-0.723
R00000283,4,positive,0.411,neutral,positive,positive,positive,satisfaction,0,0.265,1,0.837,0.377
R00000284,3,neutral,-0.015,neutral,neutral,neutral,positive,neutral,0,0.12,0,0.77,-0.009
R00000285,5,positive,1.0,positive,positive,positive,positive,satisfaction,0,0.251,0,0.883,0.923
R00000286,5,positive,0.997,positive,positive,positive,positive,satisfaction,0,0.162,0,0.471,0.887
R00000287,1,negative,-1.0,neutral,neutral,negative,negative,frustration,0,0.31,1,0.954,-0.841
R00000288,5,positive,1.0,positive,positive,positive,positive,joy,0,0.418,0,0.385,0.786
R00000289,3,neutral,0.172,neutral,positive,negative,neutral,neutral,0,0.282,0,0.288,0.063
R00000290,5,positive,0.989,positive,positive,neutral,neutral,joy,0,0.255,0,0.65,0.748
R00000291,2,negative,-0.829,neutral,neutral,neutral,negative,frustration,0,0.3,0,0.774,-0.401
R00000292,5,positive,0.997,positive,neutral,positive,positive,satisfaction,0,0.093,0,0.579,0.927
R00000293,2,negative,-0.481,negative,neutral,negative,negative,frustration,0,0.327,0,0.59,-0.296
R00000294,3,neutral,0.247,neutral,neutral,neutral,neutral,neutral,0,0.643,0,0.553,0.025
R00000295,4,positive,0.406,positive,neutral,positive,positive,neutral,1,0.586,0,0.781,0.436
R00000296,4,positive,0.51,neutral,neutral,neutral,positive,mild_joy,0,0.304,0,0.615,0.393
R00000297,1,negative,-1.0,negative,negative,negative,negative,frustration,0,0.186,0,0.361,-0.791
R00000298,2,negative,-0.42,neutral,negative,negative,negative,disappointment,0,0.241,0,0.657,-0.293
R00000299,1,negative,-1.0,negative,negative,negative,negative,disgust,0,0.283,0,0.366,-0.793
R00000300,5,positive,0.913,positive,positive,positive,positive,delight,1,0.748,0,0.352,0.772
R00000301,4,positive,0.496,positive,neutral,neutral,positive,satisfaction,0,0.45,0,0.361,0.293
R00000302,3,neutral,0.013,neutral,neutral,neutral,negative,neutral,0,0.196,0,0.686,0.077
R00000303,4,positive,0.478,positive,positive,neutral,positive,neutral,0,0.126,0,0.326,0.302
R00000304,4,positive,0.426,neutral,neutral,neutral,positive,mild_joy,0,0.161,0,0.617,0.348
R00000305,4,positive,0.388,neutral,positive,neutral,positive,neutral,0,0.278,0,0.573,0.49
R00000306,1,negative,-0.974,negative,negative,negative,negative,anger,0,0.338,0,0.613,-0.728
R00000307,5,positive,0.991,positive,positive,positive,positive,delight,0,0.303,0,0.672,0.727
R00000308,4,positive,0.423,neutral,neutral,neutral,neutral,mild_joy,0,0.538,0,0.698,0.324
R00000309,2,negative,-0.513,negative,neutral,neutral,neutral,disappointment,0,0.06,0,0.364,-0.233
R00000310,4,positive,0.528,neutral,positive,neutral,neutral,neutral,0,0.214,0,0.575,0.263
R00000311,4,positive,0.42,positive,neutral,positive,neutral,satisfaction,0,0.091,0,0.445,0.399
R00000312,3,neutral,0.148,neutral,neutral,negative,neutral,neutral,0,0.157,0,0.574,-0.081
R00000313,1,negative,-1.0,negative,negative,negative,negative,frustration,0,0.173,0,0.545,-0.794
R00000314,4,positive,0.517,neutral,positive,neutral,positive,satisfaction,0,0.279,0,0.826,0.456
R00000315,3,neutral,-0.037,neutral,neutral,neutral,neutral,neutral,0,0.187,0,0.877,0.147
R00000316,3,neutral,-0.123,neutral,neutral,neutral,neutral,mild_disappointment,0,0.239,0,0.305,0.016
R00000317,4,positive,0.56,positive,neutral,positive,positive,neutral,0,0.108,0,0.179,0.2
R00000318,3,neutral,0.161,neutral,neutral,positive,neutral,mild_disappointment,0,0.241,0,0.212,-0.071
R00000319,2,negative,-0.555,neutral,negative,negative,negative,frustration,0,0.199,0,0.468,-0.204
R00000320,3,neutral,-0.045,neutral,positive,neutral,neutral,mild_disappointment,0,0.159,0,0.89,0.243
R00000321,3,neutral,-0.012,neutral,positive,neutral,negative,neutral,0,0.042,0,0.515,0.014
R00000322,3,neutral,0.077,neutral,positive,neutral,negative,mild_disappointment,0,0.051,0,0.253,-0.12
R00000323,5,positive,1.0,positive,positive,positive,positive,joy,0,0.148,0,0.672,0.852
R00000324,2,negative,-0.514,neutral,neutral,negative,neutral,frustration,0,0.244,0,0.824,-0.316
R00000325,1,negative,-1.0,negative,negative,negative,neutral,anger,0,0.242,0,0.366,-0.814
R00000326,4,positive,0.628,neutral,positive,neutral,negative,satisfaction,0,0.506,0,0.524,0.417
R00000327,4,positive,0.479,positive,positive,neutral,positive,satisfaction,0,0.252,0,0.603,0.493
R00000328,5,positive,1.0,positive,positive,positive,neutral,satisfaction,0,0.378,0,0.652,0.894
R00000329,4,positive,0.503,neutral,neutral,neutral,positive,mild_joy,0,0.414,0,0.649,0.518
R00000330,4,positive,0.495,neutral,positive,positive,neutral,satisfaction,0,0.106,0,0.641,0.459
R00000331,2,negative,-0.536,neutral,neutral,neutral,negative,frustration,0,0.149,0,0.338,-0.395
R00000332,5,positive,1.0,positive,positive,neutral,positive,joy,0,0.341,0,0.863,0.982
R00000333,5,positive,1.0,neutral,positive,positive,neutral,delight,0,0.17,0,0.441,0.8
R00000334,4,positive,0.489,positive,neutral,neutral,positive,satisfaction,0,0.162,0,0.887,0.486
R00000335,5,positive,0.98,positive,positive,positive,neutral,joy,0,0.111,1,0.427,0.857
R00000336,3,neutral,0.101,neutral,neutral,neutral,positive,neutral,0,0.25,0,0.614,0.022
R00000337,3,neutral,0.239,neutral,neutral,neutral,neutral,neutral,0,0.282,0,0.581,0.099
R00000338,3,neutral,0.135,neutral,neutral,neutral,neutral,neutral,0,0.323,0,0.165,0.044
R00000339,3,neutral,0.007,neutral,neutral,neutral,neutral,mild_disappointment,0,0.366,0,0.927,-0.068
R00000340,2,negative,-0.467,neutral,neutral,negative,negative,frustration,0,0.482,1,0.781,-0.249
R00000341,3,neutral,-0.063,neutral,neutral,neutral,positive,neutral,0,0.061,0,0.789,-0.049
R00000342,5,positive,0.995,positive,positive,neutral,positive,satisfaction,0,0.166,0,0.33,0.828
R00000343,5,positive,0.914,positive,neutral,positive,positive,joy,0,0.294,0,0.747,0.851
R00000344,2,negative,-0.419,negative,negative,neutral,neutral,disappointment,0,0.11,0,0.58,-0.382
R00000345,5,positive,1.0,positive,positive,positive,positive,satisfaction,0,0.14,0,0.854,0.893
R00000346,5,positive,1.0,positive,positive,positive,positive,satisfaction,0,0.317,0,0.668,0.852
R00000347,3,neutral,-0.089,neutral,neutral,neutral,neutral,neutral,0,0.232,0,0.732,-0.04
R00000348,5,positive,1.0,positive,positive,positive,positive,joy,0,0.16,0,0.733,0.803
R00000349,3,neutral,-0.006,neutral,neutral,neutral,neutral,mild_disappointment,0,0.219,0,0.595,0.044
R00000350,3,neutral,-0.023,neutral,neutral,neutral,negative,neutral,0,0.21,0,0.692,-0.043
R00000351,4,positive,0.585,neutral,positive,neutral,neutral,neutral,0,0.142,0,0.47,0.528
R00000352,1,negative,-1.0,negative,negative,negative,neutral,anger,0,0.198,0,0.755,-0.686
R00000353,4,positive,0.504,positive,neutral,neutral,neutral,neutral,0,0.756,0,0.526,0.447
R00000354,3,neutral,-0.05,neutral,neutral,neutral,neutral,neutral,0,0.134,1,0.377,0.074
R00000355,4,positive,0.491,positive,positive,neutral,positive,satisfaction,0,0.274,0,0.687,0.29
R00000356,2,negative,-0.457,neutral,neutral,neutral,neutral,disappointment,0,0.358,1,0.617,-0.397
R00000357,5,positive,1.0,positive,positive,positive,positive,joy,1,0.616,0,0.699,0.677
R00000358,5,positive,0.861,positive,positive,positive,neutral,delight,1,0.52,0,0.862,0.796
R00000359,5,positive,1.0,positive,positive,positive,positive,satisfaction,1,0.657,0,0.49,0.833
R00000360,1,negative,-1.0,negative,negative,negative,negative,frustration,0,0.308,0,0.622,-0.64
R00000361,1,negative,-1.0,neutral,negative,negative,negative,frustration,0,0.223,1,0.958,-0.86
R00000362,2,negative,-0.577,neutral,neutral,negative,negative,frustration,0,0.162,0,0.557,-0.458
R00000363,5,positive,1.0,neutral,positive,neutral,positive,satisfaction,0,0.554,0,0.805,0.874
R00000364,3,neutral,-0.135,positive,neutral,negative,neutral,mild_disappointment,0,0.394,0,0.731,-0.012
R00000365,4,positive,0.527,positive,neutral,neutral,neutral,neutral,0,0.089,0,0.536,0.425
R00000366,4,positive,0.364,positive,positive,positive,neutral,neutral,0,0.167,0,0.878,0.456
R00000367,5,positive,1.0,positive,positive,positive,positive,joy,0,0.165,0,0.832,0.803
R00000368,3,neutral,-0.1,negative,positive,neutral,neutral,mild_disappointment,0,0.265,0,0.633,0.031
R00000369,1,negative,-1.0,negative,negative,negative,negative,disgust,0,0.301,0,0.599,-0.675
R00000370,4,positive,0.364,neutral,positive,neutral,positive,satisfaction,1,0.613,0,0.967,0.413
R00000371,3,neutral,0.093,neutral,neutral,neutral,negative,mild_disappointment,0,0.302,0,0.815,-0.058
R00000372,2,negative,-0.325,negative,negative,neutral,negative,frustration,0,0.262,0,0.575,-0.333
R00000373,3,neutral,-0.091,neutral,neutral,neutral,neutral,mild_disappointment,0,0.04,0,0.857,0.134
R00000374,1,negative,-0.911,negative,negative,negative,neutral,frustration,0,0.432,0,0.719,-0.873
R00000375,3,neutral,0.037,neutral,negative,neutral,neutral,neutral,0,0.472,0,0.59,0.08
R00000376,3,neutral,0.168,neutral,neutral,neutral,positive,neutral,0,0.185,0,0.407,-0.068
R00000377,2,negative,-0.618,neutral,neutral,negative,neutral,disappointment,0,0.517,0,0.712,-0.406
R00000378,5,positive,1.0,positive,positive,positive,neutral,joy,0,0.096,0,0.65,0.778
R00000379,3,neutral,-0.058,neutral,positive,neutral,neutral,neutral,0,0.26,0,0.775,-0.19
R00000380,5,positive,0.893,positive,positive,positive,positive,joy,0,0.201,0,0.628,0.634
R00000381,4,positive,0.579,positive,neutral,positive,neutral,neutral,0,0.066,0,0.771,0.384
R00000382,4,positive,0.598,positive,positive,neutral,neutral,neutral,0,0.074,0,0.273,0.373
R00000383,3,neutral,-0.047,neutral,neutral,neutral,negative,neutral,0,0.564,0,0.908,-0.01
R00000384,5,positive,0.927,positive,positive,positive,neutral,delight,0,0.16,0,0.573,0.866
R00000385,3,neutral,0.034,neutral,neutral,neutral,positive,neutral,0,0.259,0,0.808,-0.162
R00000386,2,negative,-0.441,negative,neutral,neutral,neutral,frustration,0,0.092,0,0.494,-0.451
R00000387,5,positive,0.912,positive,positive,neutral,positive,delight,0,0.257,0,0.632,0.774
R00000388,5,positive,1.0,positive,positive,positive,positive,joy,0,0.089,0,0.822,0.721
R00000389,4,positive,0.468,positive,neutral,neutral,positive,satisfaction,0,0.411,0,0.624,0.414
R00000390,3,neutral,0.04,neutral,neutral,neutral,neutral,mild_disappointment,0,0.427,0,0.852,0.05
R00000391,3,neutral,-0.019,neutral,neutral,neutral,neutral,mild_disappointment,0,0.116,0,0.816,0.119
R00000392,1,negative,-0.825,negative,neutral,neutral,negative,anger,0,0.291,1,0.513,-0.803
R00000393,4,positive,0.527,positive,positive,positive,negative,neutral,0,0.257,0,0.264,0.362
R00000394,5,positive,1.0,positive,positive,neutral,positive,delight,0,0.304,0,0.751,0.777
R00000395,3,neutral,-0.027,neutral,neutral,positive,neutral,neutral,0,0.253,0,0.403,-0.074
R00000396,4,positive,0.562,neutral,positive,neutral,positive,satisfaction,0,0.166,0,0.758,0.395
R00000397,3,neutral,-0.036,negative,neutral,neutral,positive,neutral,0,0.065,0,0.159,-0.023
R00000398,1,negative,-0.985,negative,negative,negative,neutral,disgust,0,0.072,0,0.757,-0.753
R00000399,3,neutral,-0.031,neutral,neutral,neutral,neutral,mild_disappointment,0,0.19,0,0.827,0.016
R00000400,2,negative,-0.449,negative,negative,negative,negative,frustration,0,0.142,0,0.481,-0.37
R00000401,4,positive,0.505,positive,neutral,neutral,positive,satisfaction,0,0.125,0,0.94,0.363
R00000402,5,positive,1.0,positive,positive,positive,positive,satisfaction,1,0.72,0,0.876,0.801
R00000403,2,negative,-0.655,neutral,negative,negative,neutral,frustration,0,0.226,0,0.852,-0.46
R00000404,4,positive,0.276,neutral,positive,positive,positive,neutral,0,0.068,0,0.791,0.286
R00000405,3,neutral,-0.01,neutral,neutral,neutral,negative,neutral,0,0.149,0,0.568,0.058
R00000406,1,negative,-1.0,negative,negative,negative,negative,disgust,0,0.33,0,0.431,-0.685
R00000407,5,positive,1.0,positive,neutral,neutral,positive,satisfaction,0,0.298,0,0.389,0.801
R00000408,4,positive,0.495,positive,neutral,neutral,neutral,neutral,0,0.18,0,0.374,0.32
R00000409,5,positive,1.0,positive,positive,positive,neutral,delight,0,0.214,0,0.379,0.902
R00000410,5,positive,0.825,positive,neutral,neutral,positive,satisfaction,0,0.46,0,0.577,0.775
R00000411,5,positive,1.0,positive,neutral,positive,positive,joy,0,0.268,0,0.711,0.904
R00000412,3,neutral,0.098,negative,neutral,neutral,neutral,mild_disappointment,0,0.32,0,0.828,0.216
R00000413,4,positive,0.572,positive,positive,positive,positive,neutral,0,0.267,0,0.473,0.304
R00000414,4,positive,0.538,positive,positive,positive,neutral,satisfaction,0,0.371,0,0.833,0.413
R00000415,3,neutral,0.029,neutral,neutral,neutral,neutral,neutral,0,0.135,0,0.624,0.052
R00000416,5,positive,1.0,positive,positive,positive,positive,delight,0,0.258,0,0.836,0.908
R00000417,5,positive,0.885,positive,positive,positive,positive,satisfaction,0,0.061,0,0.218,0.88
R00000418,5,positive,1.0,positive,positive,positive,positive,satisfaction,0,0.271,0,0.581,0.767
R00000419,3,neutral,0.091,negative,neutral,neutral,neutral,mild_disappointment,0,0.146,0,0.878,0.075
R00000420,4,positive,0.591,positive,positive,positive,neutral,satisfaction,0,0.192,0,0.516,0.547
R00000421,5,positive,0.841,positive,neutral,positive,positive,joy,0,0.238,0,0.593,0.645
R00000422,3,neutral,-0.004,neutral,neutral,negative,neutral,mild_disappointment,0,0.21,1,0.477,0.052
R00000423,5,positive,1.0,positive,positive,positive,positive,delight,0,0.126,0,0.546,0.756
R00000424,3,neutral,0.067,neutral,negative,negative,neutral,mild_disappointment,0,0.185,0,0.749,0.065
R00000425,4,positive,0.346,positive,positive,positive,positive,satisfaction,0,0.148,0,0.278,0.403
R00000426,5,positive,1.0,neutral,positive,positive,positive,delight,0,0.426,0,0.841,0.879
R00000427,3,neutral,0.01,neutral,neutral,neutral,negative,neutral,0,0.175,0,0.615,0.048
R00000428,2,negative,-0.56,neutral,neutral,negative,neutral,frustration,0,0.559,0,0.867,-0.26
R00000429,4,positive,0.697,neutral,neutral,neutral,neutral,satisfaction,0,0.313,0,0.412,0.395
R00000430,4,positive,0.575,neutral,positive,neutral,positive,satisfaction,0,0.392,0,0.152,0.408
R00000431,3,neutral,-0.037,neutral,neutral,neutral,neutral,mild_disappointment,0,0.075,0,0.479,0.081
R00000432,1,negative,-1.0,negative,neutral,negative,negative,anger,0,0.05,0,0.854,-0.765
R00000433,2,negative,-0.535,negative,neutral,negative,neutral,frustration,0,0.349,0,0.635,-0.377
R00000434,4,positive,0.359,positive,positive,positive,positive,neutral,0,0.037,0,0.878,0.303
R00000435,4,positive,0.685,neutral,negative,neutral,positive,satisfaction,0,0.1,0,0.898,0.52
R00000436,5,positive,1.0,positive,positive,neutral,positive,satisfaction,0,0.422,0,0.843,0.772
R00000437,3,neutral,-0.225,positive,neutral,negative,negative,mild_disappointment,0,0.551,0,0.05,-0.069
R00000438,3,neutral,0.071,neutral,neutral,negative,positive,neutral,0,0.156,0,0.636,0.04
R00000439,2,negative,-0.615,negative,neutral,negative,negative,disappointment,0,0.151,0,0.319,-0.417
R00000440,5,positive,0.927,positive,positive,positive,positive,satisfaction,0,0.163,0,0.718,0.726
R00000441,2,negative,-0.38,negative,neutral,negative,negative,frustration,0,0.431,0,0.839,-0.527
R00000442,3,neutral,0.037,neutral,neutral,neutral,neutral,neutral,0,0.126,0,0.917,0.009
R00000443,1,negative,-1.0,negative,neutral,negative,neutral,disgust,0,0.095,0,0.607,-0.798
R00000444,2,negative,-0.454,neutral,neutral,negative,negative,frustration,0,0.029,0,0.703,-0.346
R00000445,4,positive,0.712,neutral,neutral,neutral,neutral,neutral,0,0.364,0,0.723,0.392
R00000446,1,negative,-1.0,negative,negative,negative,neutral,frustration,0,0.307,0,0.382,-0.833
R00000447,1,negative,-1.0,negative,negative,negative,positive,anger,0,0.279,0,0.56,-0.754
R00000448,1,negative,-1.0,negative,negative,negative,negative,anger,0,0.413,0,0.2,-0.747
R00000449,3,neutral,-0.016,neutral,positive,neutral,positive,mild_disappointment,0,0.052,0,0.221,-0.053
R00000450,4,positive,0.553,neutral,neutral,positive,neutral,mild_joy,0,0.03,0,0.558,0.314
R00000451,3,neutral,0.002,positive,positive,neutral,positive,mild_disappointment,0,0.395,0,0.309,-0.074
R00000452,4,positive,0.505,neutral,neutral,neutral,positive,neutral,0,0.165,0,0.457,0.257
R00000453,2,negative,-0.581,negative,negative,negative,neutral,frustration,0,0.283,0,0.732,-0.483
R00000454,4,positive,0.559,neutral,neutral,neutral,neutral,satisfaction,0,0.174,0,0.643,0.459
R00000455,3,neutral,-0.138,negative,positive,neutral,positive,mild_disappointment,0,0.262,0,0.341,-0.025
R00000456,4,positive,0.64,neutral,neutral,positive,positive,satisfaction,0,0.2,0,0.873,0.444
R00000457,2,negative,-0.554,negative,negative,negative,neutral,frustration,0,0.137,0,0.715,-0.46
R00000458,5,positive,0.962,positive,positive,positive,neutral,satisfaction,0,0.19,0,0.729,0.771
R00000459,3,neutral,0.088,neutral,positive,neutral,neutral,mild_disappointment,0,0.166,0,0.707,0.044
R00000460,3,neutral,-0.02,neutral,neutral,neutral,positive,neutral,0,0.112,0,0.415,0.071
R00000461,4,positive,0.54,neutral,neutral,positive,neutral,mild_joy,0,0.207,0,0.385,0.63
R00000462,5,positive,1.0,positive,positive,positive,positive,joy,0,0.41,0,0.692,0.731
R00000463,5,positive,0.912,positive,positive,neutral,neutral,satisfaction,0,0.223,0,0.325,0.911
R00000464,4,positive,0.547,neutral,neutral,neutral,neutral,mild_joy,0,0.44,0,0.519,0.399
R00000465,4,positive,0.42,neutral,neutral,neutral,positive,neutral,0,0.283,0,0.751,0.347
R00000466,5,positive,0.97,positive,positive,positive,positive,joy,0,0.363,0,0.443,0.6
R00000467,1,negative,-1.0,negative,negative,neutral,negative,disgust,0,0.389,0,0.755,-0.849
R00000468,3,neutral,0.106,neutral,neutral,neutral,neutral,neutral,0,0.165,0,0.843,0.018
R00000469,5,positive,1.0,positive,positive,positive,positive,satisfaction,0,0.203,1,0.725,0.913
R00000470,4,positive,0.498,positive,neutral,neutral,neutral,mild_joy,0,0.356,0,0.478,0.424
R00000471,1,negative,-1.0,neutral,neutral,negative,negative,frustration,0,0.144,0,0.317,-0.808
R00000472,3,neutral,0.026,neutral,neutral,neutral,neutral,neutral,0,0.041,0,0.658,-0.018
R00000473,5,positive,1.0,positive,positive,positive,negative,satisfaction,0,0.38,0,0.421,0.736
